arcs,100,580.59644,14276
arcs,100,366.48868,14276
arcs,100,217.7216,14276
arcs,100,211.77847,14276
arcs,100,205.4098,14276
arcs,100,202.56657,14276
arcs,100,201.37378,14276
arcs,100,202.21558,14276
arcs,100,200.54684,14276
arcs,100,200.41414,14276
Finished.
arcs,500,592.67004,13076
arcs,500,490.17557,13076
arcs,500,461.6442,13076
arcs,500,415.1063,13076
arcs,500,511.95407,13076
arcs,500,410.80914,13076
arcs,500,411.1784,13076
arcs,500,409.84427,13076
arcs,500,410.4153,13076
arcs,500,420.1115,13076
Finished.
arcs,1000,956.04266,14654
arcs,1000,765.2403,14654
arcs,1000,807.3787,14654
arcs,1000,704.0892,14654
arcs,1000,701.64075,14654
arcs,1000,709.2073,14654
arcs,1000,713.6349,14654
arcs,1000,713.4649,14654
arcs,1000,713.27747,14654
arcs,1000,713.66437,14654
Finished.
arcs,5000,3366.6758,18394
arcs,5000,2852.6533,18394
arcs,5000,2845.632,18394
arcs,5000,2975.6145,18394
arcs,5000,2857.0178,18394
arcs,5000,2987.9136,18394
arcs,5000,2928.294,18394
arcs,5000,2923.7468,18394
arcs,5000,2922.0093,18394
arcs,5000,2924.576,18394
Finished.
arcs,10000,5875.5054,16768
arcs,10000,5337.005,16768
arcs,10000,5422.394,16768
arcs,10000,5272.946,16768
arcs,10000,5293.0493,16768
arcs,10000,5534.3423,16768
arcs,10000,5536.6357,16768
arcs,10000,5533.7944,16768
arcs,10000,5534.948,16768
arcs,10000,5534.0938,16768
Finished.
arcs,50000,28226.78,21001
arcs,50000,27644.67,21001
arcs,50000,26679.39,21001
arcs,50000,27405.916,21001
arcs,50000,26738.379,21001
arcs,50000,26984.215,21001
arcs,50000,26341.318,21001
arcs,50000,26734.604,21001
arcs,50000,26474.586,21001
arcs,50000,26605.523,21001
Finished.
arcs,100000,53259.527,21160
arcs,100000,54413.516,21160
arcs,100000,53593.37,21160
arcs,100000,53152.727,21160
arcs,100000,53957.633,21160
arcs,100000,54005.766,21160
arcs,100000,54996.668,21160
arcs,100000,54973.805,21160
arcs,100000,53876.344,21160
arcs,100000,54015.168,21160
Finished.
arcs,500000,265381.3,22058
arcs,500000,266079.97,22058
arcs,500000,268628.38,22058
arcs,500000,262253.0,22058
arcs,500000,262116.83,22058
arcs,500000,261711.19,22058
arcs,500000,260921.08,22058
arcs,500000,263073.2,22058
arcs,500000,262558.78,22058
arcs,500000,262041.77,22058
Finished.
circles,100,344.96194,14229
circles,100,260.91336,14229
circles,100,253.79857,14229
circles,100,242.27112,14229
circles,100,238.90686,14229
circles,100,239.54561,14229
circles,100,239.96878,14229
circles,100,238.53499,14229
circles,100,238.83354,14229
circles,100,239.45416,14229
Finished.
circles,500,784.4313,12843
circles,500,659.93994,12843
circles,500,674.12836,12843
circles,500,625.80145,12843
circles,500,653.97015,12843
circles,500,628.6234,12843
circles,500,635.07635,12843
circles,500,599.4665,12843
circles,500,554.5539,12843
circles,500,636.078,12843
Finished.
circles,1000,1273.1655,14282
circles,1000,1134.2197,14282
circles,1000,1184.1462,14282
circles,1000,1105.5084,14282
circles,1000,1049.2025,14282
circles,1000,1070.5554,14282
circles,1000,1114.5305,14282
circles,1000,1105.3225,14282
circles,1000,1004.37006,14282
circles,1000,1115.3087,14282
Finished.
circles,5000,5319.7173,16833
circles,5000,5009.2856,16833
circles,5000,4992.331,16833
circles,5000,4862.929,16833
circles,5000,4997.464,16833
circles,5000,4870.8545,16833
circles,5000,5001.5874,16833
circles,5000,4993.1763,16833
circles,5000,4963.9087,16833
circles,5000,4900.3623,16833
Finished.
circles,10000,10173.431,13543
circles,10000,9675.349,13543
circles,10000,9767.737,13543
circles,10000,9640.172,13543
circles,10000,9757.147,13543
circles,10000,9751.4375,13543
circles,10000,9626.484,13543
circles,10000,9630.679,13543
circles,10000,9759.585,13543
circles,10000,9624.409,13543
Finished.
circles,50000,48785.03,13726
circles,50000,48863.58,13726
circles,50000,49151.832,13726
circles,50000,49576.246,13726
circles,50000,49426.812,13726
circles,50000,48265.76,13726
circles,50000,49372.902,13726
circles,50000,49646.633,13726
circles,50000,49500.3,13726
circles,50000,49361.312,13726
Finished.
circles,100000,98788.38,19081
circles,100000,97857.32,19081
circles,100000,98992.79,19081
circles,100000,99121.46,19245
circles,100000,99227.85,19245
circles,100000,99092.81,19245
circles,100000,99122.266,19245
circles,100000,98983.02,19245
circles,100000,99250.77,19245
circles,100000,99115.7,19245
Finished.
circles,500000,482320.3,21239
circles,500000,480008.72,21239
circles,500000,479129.2,21239
circles,500000,480158.44,21239
circles,500000,485041.28,21239
circles,500000,485584.62,21239
circles,500000,485081.06,21239
circles,500000,483020.72,21239
circles,500000,482441.78,21239
circles,500000,485409.97,21239
Finished.
fillArcs,100,564.88654,14431
fillArcs,100,302.10474,14431
fillArcs,100,244.01588,14431
fillArcs,100,241.766,14431
fillArcs,100,239.57404,14431
fillArcs,100,239.33084,14431
fillArcs,100,239.42163,14431
fillArcs,100,247.16676,14431
fillArcs,100,230.22281,14431
fillArcs,100,230.24171,14431
Finished.
fillArcs,500,814.642,13985
fillArcs,500,680.47253,13985
fillArcs,500,737.43195,13985
fillArcs,500,623.6079,13985
fillArcs,500,619.39606,13985
fillArcs,500,488.47153,13985
fillArcs,500,619.47,13985
fillArcs,500,618.7743,13985
fillArcs,500,618.452,13985
fillArcs,500,618.8176,13985
Finished.
fillArcs,1000,1385.286,16465
fillArcs,1000,1246.5156,16465
fillArcs,1000,1124.6167,16465
fillArcs,1000,1121.3822,16465
fillArcs,1000,984.98126,16465
fillArcs,1000,1119.9998,16465
fillArcs,1000,1119.753,16465
fillArcs,1000,984.7052,16465
fillArcs,1000,1119.0457,16465
fillArcs,1000,1124.5778,16465
Finished.
fillArcs,5000,5334.2554,18577
fillArcs,5000,4930.6035,18577
fillArcs,5000,4907.47,18577
fillArcs,5000,4781.984,18577
fillArcs,5000,4896.858,18577
fillArcs,5000,4705.087,18577
fillArcs,5000,4827.8965,18577
fillArcs,5000,4716.7,18577
fillArcs,5000,4904.9272,18577
fillArcs,5000,5010.1963,18577
Finished.
fillArcs,10000,10024.2295,17372
fillArcs,10000,9480.152,17372
fillArcs,10000,9464.337,17372
fillArcs,10000,9592.11,17372
fillArcs,10000,9575.04,17372
fillArcs,10000,9308.18,17372
fillArcs,10000,9305.472,17372
fillArcs,10000,9304.941,17372
fillArcs,10000,9449.722,17372
fillArcs,10000,9437.997,17372
Finished.
fillArcs,50000,47606.258,15391
fillArcs,50000,46513.5,15391
fillArcs,50000,46519.1,15391
fillArcs,50000,46611.8,15391
fillArcs,50000,46502.06,15391
fillArcs,50000,46358.586,15391
fillArcs,50000,46621.938,15391
fillArcs,50000,47070.855,15391
fillArcs,50000,47925.598,15391
fillArcs,50000,47914.22,15391
Finished.
fillArcs,100000,94187.12,17446
fillArcs,100000,92690.68,17446
fillArcs,100000,94290.77,17446
fillArcs,100000,95780.3,17446
fillArcs,100000,95633.72,17446
fillArcs,100000,95318.66,17446
fillArcs,100000,95325.72,17446
fillArcs,100000,95201.72,17446
fillArcs,100000,95735.2,17446
fillArcs,100000,95533.85,17446
Finished.
fillArcs,500000,471480.7,22712
fillArcs,500000,478214.84,22712
fillArcs,500000,467100.3,22712
fillArcs,500000,462855.72,22712
fillArcs,500000,462874.2,22712
fillArcs,500000,462986.2,22712
fillArcs,500000,466334.94,22712
fillArcs,500000,462811.12,22712
fillArcs,500000,463065.1,22712
fillArcs,500000,463907.5,22875
Finished.
fillCircles,100,543.42554,14375
fillCircles,100,348.97858,14375
fillCircles,100,303.2428,14375
fillCircles,100,299.94482,14375
fillCircles,100,297.03885,14375
fillCircles,100,298.4309,14375
fillCircles,100,297.60394,14375
fillCircles,100,304.19754,14375
fillCircles,100,289.90683,14375
fillCircles,100,290.99023,14375
Finished.
fillCircles,500,1191.7539,13623
fillCircles,500,1042.0283,13623
fillCircles,500,1019.7891,13623
fillCircles,500,955.06104,13623
fillCircles,500,993.5572,13732
fillCircles,500,996.0645,13732
fillCircles,500,997.493,13732
fillCircles,500,996.77954,13732
fillCircles,500,995.93665,13732
fillCircles,500,944.1046,13732
Finished.
fillCircles,1000,2233.9714,15764
fillCircles,1000,1987.7101,15764
fillCircles,1000,1994.9757,15764
fillCircles,1000,1853.318,15764
